사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2019120500100266,2019년 12월 5일 12시,목요일,서울특별시 동대문구 전농동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,건설기계,남,39세,상해없음,보행자,남,77세,경상
2019120800100360,2019년 12월 8일 17시,일요일,서울특별시 동대문구 답십리동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,보행자,여,84세,중상
2019120900100206,2019년 12월 9일 10시,월요일,서울특별시 동대문구 제기동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,화물,남,31세,상해없음,보행자,남,86세,중상
2019120900100406,2019년 12월 9일 16시,월요일,서울특별시 동대문구 신설동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,47세,상해없음,보행자,여,65세,중상
2019121000100309,2019년 12월 10일 13시,화요일,서울특별시 동대문구 제기동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,56세,상해없음,보행자,여,79세,중상
2019121000100663,2019년 12월 10일 22시,화요일,서울특별시 동대문구 이문동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,86세,상해없음,보행자,여,80세,중상
2019121300100175,2019년 12월 13일 09시,금요일,서울특별시 동대문구 청량리동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,68세,상해없음,보행자,남,71세,중상
2019121600100415,2019년 12월 16일 16시,월요일,서울특별시 동대문구 휘경동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,58세,상해없음,보행자,여,71세,중상
2019121800100314,2019년 12월 18일 15시,수요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,78세,중상
2019121900100367,2019년 12월 19일 15시,목요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,71세,상해없음,보행자,여,67세,경상
2019122300100189,2019년 12월 23일 10시,월요일,서울특별시 동대문구 회기동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,29세,상해없음,보행자,남,71세,중상
2019122300100391,2019년 12월 23일 16시,월요일,서울특별시 동대문구 청량리동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,27세,상해없음,보행자,남,67세,중상
2019122900100131,2019년 12월 29일 10시,일요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,27세,상해없음,보행자,여,80세,중상
2019122900100194,2019년 12월 29일 14시,일요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,58세,상해없음,보행자,여,70세,경상
2019122900100451,2019년 12월 29일 23시,일요일,서울특별시 동대문구 휘경동,사망사고,1,0,0,0,차대사람 - 횡단중,과속,젖음/습기,비,단일로 - 기타,승용,남,63세,상해없음,보행자,여,66세,사망
2020010100100286,2020년 1월 1일 19시,수요일,서울특별시 동대문구 전농동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,흐림,기타 - 기타,승용,여,72세,상해없음,보행자,여,77세,중상
2020010200100184,2020년 1월 2일 12시,목요일,서울특별시 동대문구 휘경동,부상신고사고,0,0,0,1,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,55세,상해없음,보행자,여,83세,부상신고
2020010800100161,2020년 1월 8일 09시,수요일,서울특별시 동대문구 답십리동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승합,남,54세,상해없음,보행자,남,87세,경상
2020010800100190,2020년 1월 8일 10시,수요일,서울특별시 동대문구 휘경동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,74세,상해없음,보행자,여,74세,경상
2020010800100216,2020년 1월 8일 11시,수요일,서울특별시 동대문구 제기동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,45세,상해없음,보행자,남,76세,부상신고
2020011200100177,2020년 1월 12일 14시,일요일,서울특별시 동대문구 청량리동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61세,상해없음,보행자,남,85세,중상
2020011700100026,2020년 1월 17일 04시,금요일,서울특별시 동대문구 용두동,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,63세,상해없음,보행자,남,69세,경상
2020011700100326,2020년 1월 17일 16시,금요일,서울특별시 동대문구 용두동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,64세,상해없음,보행자,여,77세,중상
2020011900100262,2020년 1월 19일 16시,일요일,서울특별시 동대문구 청량리동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,흐림,단일로 - 기타,화물,남,59세,상해없음,보행자,여,80세,중상
2020011900100314,2020년 1월 19일 18시,일요일,서울특별시 동대문구 용두동,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,기타불명,남,81세,상해없음,보행자,여,70세,경상
2020012000100606,2020년 1월 20일 20시,월요일,서울특별시 동대문구 전농동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,화물,남,41세,상해없음,보행자,여,68세,중상
2020020100100167,2020년 2월 1일 12시,토요일,서울특별시 동대문구 용두동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,흐림,단일로 - 기타,승용,남,72세,상해없음,보행자,여,74세,중상
2020020300100300,2020년 2월 3일 14시,월요일,서울특별시 동대문구 전농동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,41세,상해없음,보행자,여,72세,중상
2020020300100333,2020년 2월 3일 15시,월요일,서울특별시 동대문구 전농동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,34세,상해없음,보행자,남,68세,경상
2020020400100155,2020년 2월 4일 10시,화요일,서울특별시 동대문구 회기동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,36세,상해없음,보행자,남,65세,경상
2020020800100471,2020년 2월 8일 20시,토요일,서울특별시 동대문구 전농동,경상사고,0,0,1,0,차대사람 - 기타,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,66세,상해없음,보행자,남,65세,경상
2020021300100024,2020년 2월 13일 02시,목요일,서울특별시 동대문구 답십리동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,기타 - 기타,승용,남,52세,상해없음,보행자,남,65세,경상
2020021500100270,2020년 2월 15일 14시,토요일,서울특별시 동대문구 제기동,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,36세,상해없음,보행자,여,71세,경상
2020021500100447,2020년 2월 15일 19시,토요일,서울특별시 동대문구 청량리동,부상신고사고,0,0,0,1,차대사람 - 차도통행중,안전운전불이행,젖음/습기,흐림,단일로 - 기타,승합,남,59세,기타불명,보행자,남,74세,부상신고
2020021700100391,2020년 2월 17일 16시,월요일,서울특별시 동대문구 휘경동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,기타 - 기타,승합,남,75세,상해없음,보행자,여,65세,경상
2020021800100512,2020년 2월 18일 18시,화요일,서울특별시 동대문구 전농동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,기타,단일로 - 기타,자전거,남,24세,기타불명,보행자,여,68세,중상
2020022100100412,2020년 2월 21일 17시,금요일,서울특별시 동대문구 용두동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,39세,상해없음,보행자,여,80세,중상
2020022400100445,2020년 2월 24일 20시,월요일,서울특별시 동대문구 전농동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,61세,상해없음,보행자,남,69세,경상
2020022400100446,2020년 2월 24일 20시,월요일,서울특별시 동대문구 휘경동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,52세,상해없음,보행자,남,79세,중상
2020022900100243,2020년 2월 29일 16시,토요일,서울특별시 동대문구 제기동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,28세,상해없음,보행자,남,77세,경상
2020030200100446,2020년 3월 2일 23시,월요일,서울특별시 동대문구 용두동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,30세,상해없음,보행자,남,69세,중상
2020030300100072,2020년 3월 3일 08시,화요일,서울특별시 동대문구 제기동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,64세,상해없음,보행자,남,74세,중상
2020031600100181,2020년 3월 16일 11시,월요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,건조,맑음,기타 - 기타,화물,남,35세,상해없음,보행자,남,81세,경상
2020031900100221,2020년 3월 19일 15시,목요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,43세,상해없음,보행자,여,80세,중상
2020032900100256,2020년 3월 29일 17시,일요일,서울특별시 동대문구 용두동,경상사고,0,0,2,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,자전거,여,47세,경상,보행자,여,67세,경상
2020033000100159,2020년 3월 30일 11시,월요일,서울특별시 동대문구 답십리동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,62세,상해없음,보행자,여,78세,중상
2020040300100101,2020년 4월 3일 09시,금요일,서울특별시 동대문구 용두동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,60세,상해없음,보행자,남,80세,경상
2020040300100345,2020년 4월 3일 17시,금요일,서울특별시 동대문구 회기동,경상사고,0,0,1,0,차대사람 - 보도통행중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,20세,상해없음,보행자,여,79세,경상
2020040800100087,2020년 4월 8일 08시,수요일,서울특별시 동대문구 회기동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,단일로 - 기타,화물,남,50세,상해없음,보행자,남,70세,중상
2020042400100299,2020년 4월 24일 14시,금요일,서울특별시 동대문구 회기동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,50세,상해없음,보행자,남,68세,경상
2020042500100100,2020년 4월 25일 08시,토요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,70세,상해없음,보행자,남,77세,중상
2020042700100136,2020년 4월 27일 10시,월요일,서울특별시 동대문구 전농동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,41세,상해없음,보행자,남,75세,경상
2020042800100417,2020년 4월 28일 17시,화요일,서울특별시 동대문구 전농동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,57세,상해없음,보행자,남,69세,경상
2020042900100169,2020년 4월 29일 11시,수요일,서울특별시 동대문구 제기동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,80세,상해없음,보행자,여,68세,경상
2020043000100289,2020년 4월 30일 14시,목요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,25세,상해없음,보행자,여,83세,중상
2020050700100303,2020년 5월 7일 13시,목요일,서울특별시 동대문구 제기동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,53세,상해없음,보행자,여,68세,경상
2020050800100216,2020년 5월 8일 12시,금요일,서울특별시 동대문구 제기동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,14세,상해없음,보행자,여,88세,중상
2020050800100547,2020년 5월 8일 20시,금요일,서울특별시 동대문구 용두동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,기타 - 기타,승용,남,39세,상해없음,보행자,남,68세,경상
2020051100100336,2020년 5월 11일 14시,월요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,57세,상해없음,보행자,여,72세,경상
2020051400100487,2020년 5월 14일 19시,목요일,서울특별시 동대문구 답십리동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,43세,상해없음,보행자,남,78세,경상
2020051600100233,2020년 5월 16일 13시,토요일,서울특별시 동대문구 전농동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,42세,상해없음,보행자,남,69세,경상
2020051900100182,2020년 5월 19일 12시,화요일,서울특별시 동대문구 청량리동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,젖음/습기,흐림,단일로 - 기타,화물,남,48세,상해없음,보행자,여,71세,경상
2020052100100123,2020년 5월 21일 09시,목요일,서울특별시 동대문구 용두동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,61세,상해없음,보행자,남,86세,중상
2020052200100176,2020년 5월 22일 11시,금요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,70세,상해없음,보행자,여,67세,중상
2020052300100343,2020년 5월 23일 15시,토요일,서울특별시 동대문구 이문동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,12세,상해없음,보행자,여,69세,중상
2020052900100611,2020년 5월 29일 20시,금요일,서울특별시 동대문구 용두동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,48세,상해없음,보행자,남,79세,경상
2020053000100169,2020년 5월 30일 10시,토요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,57세,상해없음,보행자,남,66세,경상
2020060100100122,2020년 6월 1일 09시,월요일,서울특별시 동대문구 제기동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승합,남,38세,상해없음,보행자,남,82세,중상
2020060300100270,2020년 6월 3일 14시,수요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,39세,상해없음,보행자,여,88세,중상
2020060800100527,2020년 6월 8일 18시,월요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41세,상해없음,보행자,남,75세,경상
2020061000100546,2020년 6월 10일 19시,수요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,46세,상해없음,보행자,여,75세,중상
2020061000100575,2020년 6월 10일 20시,수요일,서울특별시 동대문구 용두동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,젖음/습기,비,교차로 - 교차로횡단보도내,승용,남,46세,상해없음,보행자,여,66세,경상
2020061100100172,2020년 6월 11일 10시,목요일,서울특별시 동대문구 제기동,중상사고,0,2,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,76세,상해없음,보행자,여,74세,중상
2020061300100282,2020년 6월 13일 13시,토요일,서울특별시 동대문구 제기동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,55세,상해없음,보행자,남,67세,경상
2020061400100120,2020년 6월 14일 10시,일요일,서울특별시 동대문구 제기동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,50세,상해없음,보행자,여,65세,경상
2020062400100670,2020년 6월 24일 23시,수요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,75세,상해없음,보행자,여,81세,경상
2020062500100113,2020년 6월 25일 08시,목요일,서울특별시 동대문구 휘경동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,49세,상해없음,보행자,여,82세,중상
2020062600100158,2020년 6월 26일 09시,금요일,서울특별시 동대문구 이문동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,건설기계,남,70세,상해없음,보행자,여,75세,경상
2020070100100336,2020년 7월 1일 16시,수요일,서울특별시 동대문구 답십리동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승합,남,56세,상해없음,보행자,여,75세,중상
2020070300100173,2020년 7월 3일 10시,금요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,48세,상해없음,보행자,여,81세,중상
2020070300100620,2020년 7월 3일 22시,금요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,32세,상해없음,보행자,여,76세,중상
2020071000100473,2020년 7월 10일 18시,금요일,서울특별시 동대문구 전농동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승합,남,49세,상해없음,보행자,남,72세,중상
2020071400100421,2020년 7월 14일 17시,화요일,서울특별시 동대문구 이문동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,52세,기타불명,보행자,여,68세,경상
2020072000100470,2020년 7월 20일 20시,월요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,39세,상해없음,보행자,남,66세,경상
2020072100100096,2020년 7월 21일 08시,화요일,서울특별시 동대문구 용두동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,47세,상해없음,보행자,여,71세,중상
2020072100100449,2020년 7월 21일 18시,화요일,서울특별시 동대문구 제기동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,흐림,교차로 - 교차로안,원동기,남,23세,상해없음,보행자,남,81세,중상
2020072400100025,2020년 7월 24일 01시,금요일,서울특별시 동대문구 신설동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,보행자,여,72세,경상
2020072500100344,2020년 7월 25일 15시,토요일,서울특별시 동대문구 용두동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,57세,상해없음,보행자,여,67세,경상
2020072800100432,2020년 7월 28일 19시,화요일,서울특별시 동대문구 전농동,중상사고,0,1,0,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승합,남,36세,상해없음,보행자,남,65세,중상
2020073100100061,2020년 7월 31일 06시,금요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로안,자전거,남,24세,상해없음,보행자,여,77세,경상
2020080100100439,2020년 8월 1일 18시,토요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,젖음/습기,흐림,교차로 - 교차로안,이륜,남,38세,상해없음,보행자,남,66세,중상
2020081300100047,2020년 8월 13일 07시,목요일,서울특별시 동대문구 휘경동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,흐림,교차로 - 교차로안,화물,남,64세,상해없음,보행자,여,70세,중상
2020081700100543,2020년 8월 17일 22시,월요일,서울특별시 동대문구 이문동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,34세,상해없음,보행자,여,76세,중상
2020082600100158,2020년 8월 26일 11시,수요일,서울특별시 동대문구 청량리동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,47세,상해없음,보행자,여,71세,중상
2020090100100209,2020년 9월 1일 13시,화요일,서울특별시 동대문구 용두동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,화물,남,56세,상해없음,보행자,여,76세,중상
2020090200100148,2020년 9월 2일 11시,수요일,서울특별시 동대문구 신설동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,젖음/습기,비,기타 - 기타,이륜,남,32세,상해없음,보행자,남,71세,경상
2020090900100387,2020년 9월 9일 18시,수요일,서울특별시 동대문구 전농동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,기타 - 기타,승용,남,28세,상해없음,보행자,남,66세,경상
2020091100100113,2020년 9월 11일 09시,금요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,단일로 - 기타,화물,남,49세,상해없음,보행자,남,73세,중상
2020091200100149,2020년 9월 12일 10시,토요일,서울특별시 동대문구 제기동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,63세,상해없음,보행자,여,74세,중상
2020091500100319,2020년 9월 15일 15시,화요일,서울특별시 동대문구 휘경동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,35세,상해없음,보행자,남,78세,중상
2020091900100264,2020년 9월 19일 12시,토요일,서울특별시 동대문구 휘경동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,건설기계,남,64세,상해없음,보행자,여,82세,경상
2020092300100417,2020년 9월 23일 17시,수요일,서울특별시 동대문구 제기동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,기타 - 기타,화물,남,66세,상해없음,보행자,여,65세,중상
2020092500100061,2020년 9월 25일 06시,금요일,서울특별시 동대문구 휘경동,중상사고,0,1,0,0,차대사람 - 보도통행중,안전운전불이행,건조,흐림,단일로 - 기타,자전거,남,54세,상해없음,보행자,여,69세,중상
2020092500100651,2020년 9월 25일 20시,금요일,서울특별시 동대문구 이문동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,59세,상해없음,보행자,남,66세,경상
2020092800100672,2020년 9월 28일 19시,월요일,서울특별시 동대문구 휘경동,경상사고,0,0,2,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,61세,경상,보행자,여,68세,경상
2020092800100673,2020년 9월 28일 19시,월요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,54세,상해없음,보행자,남,72세,중상
2020092900100029,2020년 9월 29일 02시,화요일,서울특별시 동대문구 답십리동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,기타,교차로 - 교차로부근,화물,남,60세,상해없음,보행자,여,77세,중상
2020093000100121,2020년 9월 30일 09시,수요일,서울특별시 동대문구 용두동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,53세,상해없음,보행자,여,67세,중상
2020093000100295,2020년 9월 30일 15시,수요일,서울특별시 동대문구 제기동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,65세,상해없음,보행자,남,76세,경상
2020100100100120,2020년 10월 1일 13시,목요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,52세,상해없음,보행자,남,71세,중상
2020100400100326,2020년 10월 4일 19시,일요일,서울특별시 동대문구 제기동,중상사고,0,2,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,35세,중상,보행자,여,72세,중상
2020100800100070,2020년 10월 8일 07시,목요일,서울특별시 동대문구 전농동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,54세,상해없음,보행자,여,78세,중상
2020101900100091,2020년 10월 19일 08시,월요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,51세,상해없음,보행자,여,78세,중상
2020102100100198,2020년 10월 21일 10시,수요일,서울특별시 동대문구 이문동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,개인형이동수단(PM),남,45세,상해없음,보행자,남,79세,부상신고
2020102400100165,2020년 10월 24일 10시,토요일,서울특별시 동대문구 제기동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승합,남,53세,상해없음,보행자,여,67세,중상
2020102500100066,2020년 10월 25일 05시,일요일,서울특별시 동대문구 용두동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로안,화물,남,58세,상해없음,보행자,남,75세,중상
